Title,Date,Category,Description
Lạ lùng Liverpool!,2025-10-06 00:00:00,Thế giới,"Đặc điểm kỳ lạ của Liverpool - đáng gọi là chưa từng thấy trong lịch sử bóng đá đỉnh cao - vẫn được giữ nguyên khi mùa bóng mới đã bước sang tháng thứ 3. Luôn có bàn thắng trong vài phút chót, dù chưa biết... vào lưới đội nào!"
"Lịch thi đấu đội tuyển Việt Nam mới nhất: Tái chiến Malaysia khi nào, tại sao không phát trên VTV?",2025-10-06 00:00:00,Thể thao,"Ngày 6.10 sẽ là hạn chót để FAM kháng cáo lên FIFA, nhưng dù kết quả thế nào thì HLV Kim Sang-sik sẽ muốn đội tuyển Việt Nam thắng thật thuyết phục phần còn lại của vòng loại Asian Cup 2027."
Báo chí Malaysia: Toàn cảnh bê bối nhập tịch ‘lậu’ của FAM trước ngày hết hạn kháng cáo FIFA,2025-10-05 21:51:00,Thể thao,"Đã hơn một tuần trôi qua kể từ khi FIFA ra án phạt nặng với Liên đoàn Bóng đá Malaysia (FAM) và 7 cầu thủ nhập tịch. Trong bối cảnh sắp hết hạn kháng cáo, bê bối này vẫn là tâm điểm gây chấn động bóng đá Đông Nam Á."
"Gay cấn, hấp dẫn giải thể thao học sinh Trường THPT chuyên Trần Đại Nghĩa",2025-10-05 20:45:00,Thể thao,"Giải thể thao học sinh Trường THPT chuyên Trần Đại Nghĩa, TP.HCM khai mạc hôm 4.10. Ngay sau đó, các môn thi đấu từ bóng đá, bóng rổ, kéo co, cờ vua, cờ tướng đã diễn ra đầy gay cấn."
Nhiều khoảnh khắc thú vị giải quần vợt doanh nghiệp-doanh nhân TP.HCM mở rộng 2025,2025-10-05 20:11:00,Các môn khác,"Nhiều tiếng cười rộn rã, những tiếng reo hò cổ vũ đầy khí thế, hơn 1/3 số trận phải giải quyết đầy kịch tính. Đó là những khoảnh khắc thú vị từ 2 ngày thi đấu giải quần vợt doanh nghiệp doanh nhân TP.HCM mở rộng 2025."
"Công đoàn CAND vô địch giải bóng đá Công nhân, viên chức khu vực phía bắc",2025-10-05 19:26:00,Thể thao,"Sau loạt sút luân lưu căng thẳng, Công đoàn Công an nhân dân đã thắng Công đoàn Ngân hàng Việt Nam với tỷ số 5 - 4, trở thành đội vô địch khu vực phía bắc."
Quảng Ninh sáp nhập hàng loạt trường công lập,2025-10-16 16:25:00,Giáo dục,"Nhiều xã, phường tại Quảng Ninh bắt đầu thực hiện đề án sắp xếp, sáp nhập hệ thống trường công lập, hướng tới tinh gọn đầu mối, nâng cao hiệu quả quản lý và chất lượng giáo dục."
Sinh viên trường ĐH nào được nghỉ Tết Nguyên đán 2026 nhiều nhất?,2025-10-16 12:48:00,Giáo dục,Đến nay nhiều trường ĐH đã có lịch nghỉ Tết Nguyên đán Bính Ngọ 2026 dựa trên kế hoạch đào tạo chung của năm học 2025-2026.
16 hiệu trưởng TP.HCM được phân công là cụm trưởng cụm chuyên môn mầm non,2025-10-16 11:40:00,Giáo dục,Giám đốc Sở GD-ĐT TP.HCM Nguyễn Văn Hiếu vừa ban hành các quyết định về việc thành lập 16 cụm chuyên môn giáo dục mầm non TP.HCM năm học 2025 - 2026 và phân công 16 hiệu trưởng là cụm trưởng.
TP.HCM đặt mục tiêu trở thành trung tâm GDNN hàng đầu ASEAN,2025-10-16 09:04:00,Giáo dục,"Theo dự thảo Hướng dẫn thực hiện nhiệm vụ năm học 2025 - 2026 đối với giáo dục nghề nghiệp (GDNN) của Sở GD-ĐT TP.HCM, thành phố đặt ra định hướng phát triển GDNN đến năm 2030 và tầm nhìn đến năm 2045 với những mục tiêu cụ thể."
Meme ảnh hưởng đến ngôn ngữ của giới trẻ như thế nào?,2025-10-16 07:09:00,Giáo dục,"Theo tiến sĩ Nguyễn Thúy Diễm, giảng viên Trường ĐH Tây Đô (Cần Thơ), meme chỉ là một món gia vị, nếu lạm dụng và thay thế hoàn toàn cho ngôn ngữ tiếng Việt thì thật sự là một vấn đề đáng lo ngại."
Kỳ thi đánh giá năng lực năm 2026 của ĐH Quốc gia TP.HCM có gì mới?,2025-10-16 06:45:00,Giáo dục,"Kỳ thi đánh giá năng lực ĐH Quốc gia TP.HCM năm 2026 dự kiến không thay đổi về cấu trúc bài thi, chỉ điều chỉnh thời gian tổ chức."
"Sắp xếp, sáp nhập, quốc tế hóa trường ĐH: Chuyên gia nước ngoài khuyên gì?",2025-10-16 06:27:00,Giáo dục,Giáo dục đại học tại VN đang đứng trước thời khắc đổi mới để bứt phá phát triển; và chuyên gia nước ngoài đưa ra một số lời khuyên cho công cuộc đặc biệt này.
Sắp xếp cơ sở giáo dục: Bài học cơ cấu nhân lực các quốc gia phát triển,2025-10-16 06:05:00,Giáo dục,"'Đại sắp xếp' các cơ sở giáo dục đại học (ĐH) và giáo dục nghề nghiệp đang được triển khai với kỳ vọng tạo cú hích cho hệ thống đào tạo. Nhưng câu hỏi lớn đặt ra: sắp xếp theo tiêu chí nào, dựa vào đâu để tránh cơ học và hình thức?"
"Sắp xếp, sáp nhập trường ĐH: Quyền lợi của người lao động, sinh viên ra sao?",2025-10-16 05:45:00,Giáo dục,"Theo các chuyên gia, nhiều vấn đề đặt ra cần giải quyết khi xây dựng đề án sáp nhập các trường đại học như: nhân sự, cơ sở vật chất, chương trình đào tạo, học phí…"
"Thêm văn bằng chứng chỉ số, giảm thời gian cấp bằng tốt nghiệp THPT",2025-10-15 18:58:00,Giáo dục,Bộ GD-ĐT dự kiến thời hạn cấp bằng tốt nghiệp THPT (giấy) giảm từ 75 ngày xuống còn 30 ngày; thời hạn cấp văn bằng chứng chỉ số chỉ còn 5 ngày kể từ ngày có quyết định công nhận tốt nghiệp.
Quảng Ngãi khởi công xây dựng 4 trường vùng biên hơn 600 tỉ đồng vào tháng 11,2025-10-15 17:53:00,Giáo dục,"UBND tỉnh Quảng Ngãi dự kiến khởi công xây dựng 4 trường phổ thông nội trú liên cấp tại các xã biên giới Dục Nông, Mô Rai, Sa Loong và Rờ Kơi vào cuối tháng 11 năm nay."
Robot Trung Quốc gắn logo ĐH Bách khoa Hà Nội: 'Chỉ đơn giản là đánh dấu tài sản',2025-10-15 16:52:00,Giáo dục,"ĐH Bách khoa Hà Nội nói rằng, việc dán logo của nhà trường đè lên logo của nhà sản xuất trên robot Trung Quốc 'chỉ đơn giản là đánh dấu tài sản', và hiện không rõ ai, ê kíp nào đã thực hiện."
"'Giải tán trường tư' là thông tin bịa đặt, xuyên tạc",2025-10-15 15:26:00,Giáo dục,"Bộ GD-ĐT khẳng định thông tin trên mạng xã hội về việc 'đóng cửa, giải tán trường tư' là những thông tin sai sự thật, bịa đặt, xuyên tạc, gây nhiễu loạn thông tin."
Hiệu trưởng có thể được giao quyền tuyển dụng nhà giáo,2025-10-15 15:12:00,Giáo dục,Hiệu trưởng các cơ sở giáo dục có đủ điều kiện có thể được giao quyền tuyển dụng nhà giáo khi được UBND tỉnh phân cấp và sở GD-ĐT chủ trì.
Sinh viên trường ngoài công lập cạnh tranh ra sao trong thị trường lao động?,2025-10-15 14:22:00,Giáo dục,Thị trường lao động ngày càng cạnh tranh gay gắt và khắt khe khiến nhiều sinh viên lo lắng 'liệu học trường ĐH ngoài công lập và những trường chưa phải top đầu có đủ sức cạnh tranh ở các tập đoàn lớn?'.
Bữa cơm trưa miễn phí ở lưng chừng núi,2025-10-15 06:25:00,Giáo dục,"Giữa vùng núi Đăk Sao (Quảng Ngãi), thầy cô giáo không chỉ dạy chữ mà còn 'hóa thân' thành đầu bếp, nấu cơm trưa cho học sinh nghèo. Nhờ vậy, gần 200 đứa trẻ nơi đây được no bụng đến trường, không còn bỏ học."
"1 tay, 1 chân, bán vé số theo con vào ĐH",2025-10-15 06:05:00,Giáo dục,"Giữa dòng người hối hả ở TP.HCM, có người phụ nữ 1 chân khập khiễng trên đôi nạng gỗ, 1 tay còn lại ôm chặt xấp vé số mời khách. Người mẹ tật nguyền 49 tuổi ấy rời quê Quảng Ngãi vào TP.HCM bán vé số để theo con trên hành trình đại học."
Giáo viên chuyển dịch từ tư sang công: Trường mầm non gặp khó,2025-10-15 05:45:00,Giáo dục,"Làn sóng giáo viên chuyển dịch nơi làm việc, nếu đột ngột, không có bước chuẩn bị sẵn sàng sẽ dẫn tới khó khăn cho cả học sinh, cơ sở giáo dục tư thục cũng như đội ngũ chủ trường, chủ lớp."
"Sinh viên quốc tế thạo 4 thứ tiếng, chia sẻ lý do chọn trường ĐH Việt Nam",2025-10-14 19:55:00,Giáo dục,Một sinh viên quốc tế thành thạo 4 thứ tiếng đã chọn học một trường ĐH tại Việt Nam với những lý do đặc biệt.
Sở GD-ĐT TP.HCM phân công 48 hiệu trưởng làm cụm trưởng chuyên môn các cấp học,2025-10-14 19:21:00,Giáo dục,"Ngày 14.10, Sở GD-ĐT TP.HCM công bố quyết định về việc phân công 48 hiệu trưởng các trường tiểu học, THCS, THPT giữ nhiệm vụ cụm trưởng 16 cụm chuyên môn lĩnh vực giáo dục từ năm học 2025-2026 trở đi."
"Robot Trung Quốc gắn logo ĐH Bách khoa Hà Nội, nhà trường nói gì?",2025-10-14 19:06:00,Giáo dục,"Robot Trung Quốc gắn logo ĐH Bách khoa Hà Nội gây hiểu nhầm tại triển lãm mới đây. Theo nhà trường, robot này có mặt tại triển lãm là trình diễn những tính năng do ĐH Bách khoa Hà Nội phát triển."
Thực phẩm bẩn vào trường học: Ai phụ trách trường khi gia hạn tạm đình chỉ hiệu trưởng?,2025-10-14 18:26:00,Giáo dục,"Liên quan đến thông tin thực phẩm bẩn vào Trường tiểu học Trưng Vương, chiều 14.10, UBND P.Xuân Hương - Đà Lạt  gửi đến Báo Thanh Niên thông báo về việc phường giao ông Nguyễn Vĩnh Hiến, tiếp tục phụ trách trường."
Ngành giáo dục Hà Nội tặng các địa phương bị bão lũ 500 tấn hàng,2025-10-14 17:54:00,Giáo dục,"Ngành giáo dục Hà Nội đã quyên góp, gửi tặng hơn 500 tấn hàng đến các địa phương bị thiệt hại do bão lũ."
"Thi tiếng Anh quốc tế, gặp câu hỏi càng khó điểm sẽ càng cao?",2025-10-14 12:59:00,Giáo dục,Đại diện các bài thi tiếng Anh quốc tế 'giải mã' hình thức thi có trí tuệ nhân tạo (AI) hỗ trợ và đưa ra lời khuyên cho thí sinh để đạt kết quả tối ưu.
"Sau sáp nhập, TP.HCM có bao nhiêu trường trung cấp, cao đẳng?",2025-10-14 06:15:00,Giáo dục,"Sau khi sáp nhập với 2 tỉnh Bình Dương và Bà Rịa - Vũng Tàu cũ, TP.HCM hiện có hơn 480 cơ sở giáo dục nghề nghiệp (GDNN)."
Hành trình 13 năm bên người con viết chữ bằng chân,2025-10-14 06:06:00,Giáo dục,"Có những bà mẹ có thể làm mọi điều, từ bán vé số, rửa bát thuê… để kiếm tiền tiếp sức cho giấc mơ được đến trường của con."
Xu hướng mới: Giáo viên chuyển từ trường tư sang công,2025-10-14 05:45:00,Giáo dục,Đang có một làn sóng dịch chuyển giáo viên từ trường tư sang trường công tại TP.HCM. Nguyên nhân đến từ đâu?
Nâng cao chất lượng quản trị đại học,2025-10-14 03:47:00,Chào ngày mới,Cơ chế hội đồng trường trong các cơ sở giáo dục đại học công lập đã thể hiện những bất cập của nó trong việc phát triển của nhà trường.
"‘Chứng chỉ giáo dục đại học’ lần đầu được đưa vào luật, có gì đặc biệt?",2025-10-13 20:55:00,Giáo dục,'Chứng chỉ giáo dục đại học' là khái niệm mới lần đầu được đưa vào dự thảo luật Giáo dục ĐH sửa đổi.
New Zealand từ chối hơn 1/3 đơn xin visa du học của người Việt ở hai nhóm,2025-10-13 20:36:00,Giáo dục,"Dữ liệu do Cục Di trú New Zealand (INZ) cung cấp, phản ánh tỷ lệ cấp visa du học chênh lệch đáng kể giữa nhóm trường ĐH, phổ thông với các cơ sở giáo dục chuyên đào tạo theo hướng ứng dụng."
Chuyên gia an ninh mạng Hiếu PC chỉ cách giữ an toàn trên không gian mạng,2025-10-13 16:51:00,Giáo dục,"Ngày 13.10, chuyên gia an ninh mạng Ngô Minh Hiếu- Hiếu PC đã có buổi trò chuyện với gần 2.000 học sinh Trường THPT Bùi Thị Xuân, phường Bến Thành, TP.HCM, về chủ đề 'An toàn trên mạng bắt đầu từ nhận thức'."
Vụ thực phẩm bẩn vào bếp bán trú: Gia hạn đình chỉ hiệu trưởng thêm 15 ngày,2025-10-13 15:42:00,Giáo dục,"UBND P.Xuân Hương - Đà Lạt sẽ gia hạn tạm đình chỉ công tác 15 ngày đối với bà Nguyễn Thái Quỳnh Nga, Hiệu trưởng Trường tiểu học Trưng Vương, để tiếp tục xác minh vụ thực phẩm bẩn vào bếp bán trú gây xôn xao dư luận thời gian qua."
Finest Future – Doanh nghiệp giáo dục Việt Nam – Phần Lan được vinh danh quốc tế,2025-10-13 15:00:00,Giáo dục,"Finest Future, doanh nghiệp giáo dục hợp tác giữa Việt Nam và Phần Lan, vừa được trao giải thưởng Fast Enterprise Award tại Asia Pacific Enterprise Awards (APEA) 2025 – sự kiện vinh danh các doanh nghiệp tăng trưởng nhanh và bền vững hàng đầu khu vực châu Á – Thái Bình Dương."
TP.HCM bồi dưỡng đội tuyển thi học sinh giỏi quốc gia với nhiều điều 'lần đầu tiên',2025-10-13 14:34:00,Giáo dục,"Ngày 13.10, Sở GD-ĐT TP.HCM công bố kế hoạch bồi dưỡng đội dự tuyển học sinh giỏi tham gia kỳ thi chọn học sinh giỏi quốc gia năm học 2025-2026 với nhiều điểm mới sau sáp nhập."
BUV kết nối sinh viên Việt Nam với 200 năm di sản giáo dục Manchester (Anh Quốc),2025-10-13 13:00:00,Giáo dục,"Những chương trình đào tạo mới không chỉ đáp ứng xu hướng toàn cầu, mà còn mang đến cho sinh viên Việt Nam cơ hội thụ hưởng 200 năm di sản học thuật từ thành phố Manchester - cái nôi Cách mạng công nghiệp Anh Quốc."
Vì sao sinh viên thờ ơ với những buổi nói chuyện bổ ích?,2025-10-13 12:03:00,Giáo dục,"Nhiều trường đại học đầu tư tổ chức các buổi nói chuyện, tọa đàm nghề nghiệp, mời diễn giả uy tín với mong muốn truyền cảm hứng học tập. Thế nhưng, trong khi người nói say sưa chia sẻ, sinh viên thì chìm trong màn hình, lướt mạng, chụp ảnh, hay nhắn tin. Không phải họ không có mặt mà là họ không thật sự hiện diện."
DHV: Đào tạo nhân lực cho cuộc cách mạng công nghiệp 4.0,2025-10-13 09:47:00,Giáo dục,"Trong bối cảnh hội nhập sâu rộng cùng với cuộc cách mạng công nghiệp 4.0, Trường đại học Hùng Vương TP.HCM (DHV) hướng tới việc đào tạo nguồn nhân lực chất lượng cao, có năng lực hội nhập quốc tế. Thanh Niên đã có cuộc trò chuyện với TS.Trần Việt Anh, Phó chủ tịch thường trực Hội đồng Trường, Phó hiệu trưởng phụ trách DHV để hiểu hơn về định hướng chiến lược này."
Chuyển đổi số: 'Chìa khóa' của giáo dục TP.HCM,2025-10-13 06:05:00,Giáo dục,"Ngành GD-ĐT TP.HCM đã có những bước tiến dài trong chuyển đổi số, đổi mới phương pháp dạy học và hội nhập quốc tế."
"Bỏ hội đồng trường, có điều chỉnh nhiệm kỳ hiệu trưởng?",2025-10-13 05:45:00,Giáo dục,"Tại cuộc họp mới đây của Ủy ban Văn hóa và Xã hội của Quốc hội về báo cáo thẩm tra các dự án luật trong lĩnh vực giáo dục, các vấn đề sắp xếp nhân sự trong trường ĐH công lập khi không còn hội đồng trường, đào tạo cao đẳng trong trường đại học… nhận được sự quan tâm của nhiều đại biểu."
"'Con hỏi AI 20 câu, máy đều trả lời, hỏi mẹ câu thứ 3 mẹ đã la'",2025-10-12 20:26:00,Giáo dục,"Trong bối cảnh số hóa, AI - trí tuệ nhân tạo bùng nổ, cách đồng hành hướng dẫn học sinh tự học của các bậc cha mẹ, giáo viên cũng cần thay đổi."
Những nữ ứng viên hiếm hoi ngành kỹ thuật được đề nghị công nhận phó giáo sư,2025-10-12 18:49:00,Giáo dục,"Các ngành kỹ thuật, công nghệ được xem là lĩnh vực của nam giới, lại xuất hiện những 'bông hồng' xinh đẹp, kiên trì theo đuổi đam mê nghiên cứu để đạt được nhiều thành tựu và được Hội đồng Giáo sư ngành - liên ngành đề xuất công nhận chức danh phó giáo sư năm nay."
Thanh Hóa đề xuất sáp nhập 2 trường đại học,2025-10-12 15:36:00,Giáo dục,"Sở GD-ĐT Thanh Hóa vừa có đề xuất sắp xếp các cơ sở giáo dục công lập trên địa bàn, trong đó đề xuất sáp nhập Trường đại học Văn hóa - Thể thao - Du lịch Thanh Hóa vào Trường đại học Hồng Đức."
Sở GD-ĐT TP.HCM yêu cầu trường học ngăn chặn tội phạm lừa đảo học sinh,2025-10-12 08:43:00,Giáo dục,"Sở GD-ĐT TP.HCM yêu cầu các trường học trên địa bàn từ mầm non đến trung cấp, CĐ trực thuộc tập trung triển khai công tác phòng ngừa, ngăn chặn tội phạm lợi dụng không gian mạng lừa đảo học sinh, sinh viên và tăng cường công tác bảo vệ trẻ em trên môi trường mạng."
"Trường ĐH Cửu Long phát triển quy mô, nâng tầm chất lượng",2025-10-12 07:00:00,Giáo dục,"Sau 25 năm thành lập, Trường ĐH Cửu Long không ngừng lớn mạnh, phát triển cả về quy mô và chất lượng, trở thành trung tâm đào tạo, nghiên cứu uy tín."
Trường ĐH nào có quy mô đào tạo lớn nhất TP.HCM?,2025-10-12 06:15:00,Giáo dục,Thống kê cho thấy trong top 3 trường ĐH có quy mô đào tạo lớn nhất TP.HCM thì có 2 trường ĐH ngoài công lập.
"Môn học lạ, thú vị trong các trường tiểu học ở TP.HCM",2025-10-12 06:05:00,Giáo dục,"Học sinh tiểu học ở các trường quốc tế, tư thục, công lập tại TP.HCM và nhiều tỉnh thành được học một số môn học nghe khá lạ so với chương trình giáo dục phổ thông hiện hành. Đó là những môn gì?"
Vẫn cần thiết tổ chức kỳ thi tốt nghiệp THPT cấp quốc gia,2025-10-12 05:45:00,Giáo dục,"Trong phiên họp toàn thể diễn ra hôm qua 11.10, Ủy ban VH-XH của Quốc hội đã cho ý kiến về 3 dự án luật trong lĩnh vực giáo dục gồm: luật sửa đổi, bổ sung một số điều của luật Giáo dục; luật Giáo dục đại học (sửa đổi); luật Giáo dục nghề nghiệp (sửa đổi)."
"Nhiều đại học, học viện một nước nói tiếng Anh tuyển thẳng học sinh Việt Nam",2025-10-11 21:34:00,Giáo dục,"Đông đảo cơ sở giáo dục đại học (ĐH) ở New Zealand tuyển thẳng học sinh Việt Nam đồng thời tung nhiều hỗ trợ, một phần vì tin tưởng năng lực học thuật của người Việt."
Khánh Hòa đón Chung kết Đường lên đỉnh Olympia 2025 tại Quảng trường 2 Tháng 4,2025-10-11 16:48:00,Giáo dục,Khánh Hòa sẽ phối hợp tổ chức điểm cầu truyền hình trực tiếp chương trình Chung kết Đường lên đỉnh Olympia năm 2025 tại Quảng trường 2 Tháng 4 (P.Nha Trang) với sự tham gia của khoảng 4.000 học sinh THPT.
"Ngành nào nhiều ứng viên không được thông qua chức danh giáo sư, phó giáo sư 2025?",2025-10-11 16:14:00,Giáo dục,"Hội đồng Giáo sư Nhà nước vừa công bố danh sách ứng viên được Hội đồng Giáo sư ngành, liên ngành đề nghị xét công nhận đạt tiêu chuẩn chức danh giáo sư, phó giáo sư 2025."
Trường đại học Quang Trung có tân hiệu trưởng 42 tuổi,2025-10-11 13:34:00,Giáo dục,"Tại lễ chào mừng năm học mới, Trường đại học Quang Trung đã công bố quyết định bổ nhiệm hiệu trưởng, trao học bổng tổng trị giá 558 triệu đồng cho sinh viên."
"Trong các ứng viên giáo sư 2025, có người là tỉ phú top giàu nhất nước",2025-10-11 12:29:00,Giáo dục,Trong số 71 ứng viên giáo sư 2025 được các hội đồng ngành - liên ngành đề xuất lên Hội đồng Giáo sư nhà nước xét có một người là tỉ phú top giàu nhất Việt Nam.
Đập heo đất gửi yêu thương đến vùng lũ,2025-10-11 11:11:00,Giáo dục,"Xúc động trước cảnh người dân vùng lũ các tỉnh phía bắc oằn mình sau bão số 10 Bualoi, một học sinh lớp 7 ở TP.Đà Nẵng đã đập heo đất tiết kiệm hơn 1 năm để ủng hộ gần 50 triệu đồng."
Vụ thầy giáo hành hung đồng nghiệp: UBND tỉnh chỉ đạo ‘nóng’,2025-10-11 09:41:00,Giáo dục,UBND tỉnh Đắk Lắk yêu cầu Sở GD-ĐT có văn bản tham mưu về việc chấn chỉnh chung ngành giáo dục sau khi xảy ra vụ thầy giáo hành hung đồng nghiệp trong trường học.
Sắp tới TP.HCM sẽ không còn trường trung cấp công lập,2025-10-11 09:21:00,Giáo dục,"Đó là thông tin mà bà Trương Hải Thanh, Phó giám đốc Sở GD-ĐT TP.HCM, thông tin tại Hội nghị góp ý, hướng dẫn xây dựng chiến lược phát triển đối với giáo dục nghề nghiệp (GDNN) TP.HCM giai đoạn 2025-2030, tầm nhìn đến năm 2045, do Sở GD-ĐT TP.HCM tổ chức."
Trường đại học Sư phạm Thái Nguyên thông tin vụ 'từ chối' nhận suất ăn cứu trợ,2025-10-11 06:22:00,Giáo dục,"Lãnh đạo Trường đại học Sư phạm - Đại học Thái Nguyên khẳng định không có bất kỳ chỉ đạo nào liên quan đến vụ việc từ chối, ngăn cản sinh viên nhận suất ăn cứu trợ trong những ngày xảy ra mưa lũ."
Năm 2026 sẽ không còn hội đồng trường trong cơ sở ĐH công lập,2025-10-11 05:45:00,Giáo dục,Một điểm đáng chú ý của dự thảo luật Giáo dục ĐH (sửa đổi) được Bộ GD-ĐT công bố ngày 10.10 là đề xuất không thành lập hội đồng trường trong cơ sở công lập.
Thí sinh Học viện Biên phòng bị loại vì sức khỏe đã trúng tuyển Trường ĐH Vinh,2025-10-10 22:31:00,Giáo dục,"Em Lang Đức Bằng, thí sinh Học viện Biên phòng bị loại vì sức khỏe đã trúng tuyển ngành sư phạm lịch sử Trường ĐH Vinh."
Huy chương vàng Olympic vật lý châu Âu nói về ‘ngọn lửa’ dẫn đến nghề dạy học,2025-10-10 21:19:00,Giáo dục,"Nguyễn Lê Đăng Khoa, huy chương vàng Olympic vật lý châu Âu - EuPhO 2025, chính thức trở thành tân sinh viên ngành sư phạm vật lý."
Robot AI kể chuyện ở thư viện thu hút trẻ mầm non TP.HCM,2025-10-10 20:24:00,Giáo dục,"Bé Na bật công tắc, chạm nhẹ đầu ngón tay lên đầu robot, chú robot màu vàng cam cười khúc khích và vẫy cánh tay chào mừng. Robot AI giới thiệu mình tên là Elik và sẽ kể cho bé nghe chuyện 'Thỏ con không vâng lời'."
Vụ thầy giáo hành hung đồng nghiệp: Bắt nguồn từ chỗ đỗ xe?,2025-10-10 18:58:00,Giáo dục,Nguyên nhân ban đầu vụ thầy giáo hành hung đồng nghiệp tại Trường THPT Võ Nguyên Giáp (Đắk Lắk) được cho là xuất phát từ mâu thuẫn trong việc để xe trong khuôn viên trường.
Thí sinh Học viện Biên phòng bị loại vì sức khỏe: Chờ Bộ GD-ĐT giải quyết,2025-10-10 18:51:00,Giáo dục,"Thí sinh Lang Đức Bằng bị Học viện Biên phòng trả về vì lý do sức khỏe, đang chờ Bộ GD-ĐT giải quyết nguyện vọng vào ngành sư phạm lịch sử tại Trường ĐH Vinh."
Bộ Xây dựng dự kiến đầu tư nghìn tỉ đồng cho một trường đại học,2025-10-10 18:17:00,Giáo dục,Bộ Xây dựng có chủ trương đầu tư nghìn tỉ đồng cho Trường ĐH Công nghệ Giao thông vận tải.
Bộ GD-ĐT thông tin mới nhất về hội đồng trường đại học,2025-10-10 18:15:00,Giáo dục,Một điểm đáng chú ý của dự thảo luật giáo dục đại học (ĐH) sửa đổi được Bộ GD-ĐT công bố ngày 10.10 là đề xuất không thành lập hội đồng trường trong cơ sở công lập. Dự kiến luật được thông qua  vào đầu năm 2026.
"125 trường học TP.HCM có hạng mục xuống cấp nghiêm trọng, nguy cơ gây mất an toàn",2025-10-10 16:57:00,Giáo dục,"Ngày 10.10, Sở GD-ĐT TP.HCM đã báo cáo với UBND TP.HCM về việc thực hiện tổng rà soát thực trạng và đề xuất phương án tổng thể cơ sở vật chất, thiết bị dạy học cho các trường công lập theo chỉ đạo của Chủ tịch UBND TP."
Một trường ĐH đặt mục tiêu giúp sinh viên tốt nghiệp đúng hạn,2025-10-10 16:26:00,Giáo dục,"Tại lễ khai khóa chào mừng tân sinh viên của một trường ĐH, hiệu trưởng của trường đã nêu mục tiêu giúp sinh viên tốt nghiệp đúng hạn bằng mô hình sinh viên khóa trước hỗ trợ sinh viên khóa sau."
"Một nước nói tiếng Anh tăng cường học bổng, 'rộng đường' định cư cho người Việt",2025-10-10 15:06:00,Giáo dục,"New Zealand đang thu hút người Việt tới học tập, nghiên cứu thông qua nhiều chương trình học bổng và hỗ trợ, sau khi xác định đây là thị trường đầu tư trọng điểm vào năm 2024."
Bộ trưởng GD-ĐT: Địa phương để dành chỉ tiêu tuyển giáo viên để tinh giản biên chế,2025-10-10 13:42:00,Giáo dục,Bộ trưởng Bộ GD-ĐT Nguyễn Kim Sơn chỉ ra một trong những nguyên nhân thiếu giáo viên là có địa phương không tuyển dụng hết số biên chế được giao mà dành chỉ tiêu để thực hiện tinh giản biên chế.
"Trường ĐH nào có tổng diện tích lớn nhất, nhiều cơ sở đào tạo nhất TP.HCM?",2025-10-10 12:10:00,Giáo dục,"Theo quy định của chuẩn cơ sở giáo dục ĐH, diện tích sàn xây dựng phục vụ đào tạo trên số người học chính quy khi quy đổi theo trình độ và lĩnh vực đào tạo không nhỏ hơn 2,8m2. Tỷ lệ này tại các trường ĐH khu vực TP.HCM ra sao?"
"Thi tốt nghiệp THPT trên máy tính: Học sinh, phụ huynh lo nhất điều gì?",2025-10-10 09:28:00,Giáo dục,"Bộ GD-ĐT đã công bố giao diện thi tốt nghiệp THPT trên máy tính, dự kiến sẽ triển khai thí điểm hình thức thi này từ năm 2027. Thông tin này thu hút sự quan tâm của nhiều phụ huynh, học sinh, đặc biệt là tại các vùng nông thôn, khi điều kiện tổ chức và kỹ năng công nghệ còn nhiều hạn chế."
Khởi động Festival Trạng Nguyên tiếng Anh toàn quốc 2026,2025-10-10 09:19:00,Giáo dục,"Báo Thiếu niên Tiền phong và Nhi đồng  phối hợp Hệ thống Giáo dục trực tuyến Edupia, dưới sự cố vấn chuyên môn của Ban quản lý Đề án ngoại ngữ quốc gia (Bộ GD-ĐT) công bố thể lệ Festival Trạng Nguyên tiếng Anh toàn quốc năm 2026."
Sức khỏe tinh thần học sinh: Nền tảng cho giáo dục bền vững,2025-10-10 08:00:00,Giáo dục,"Giáo dục không thể bền vững nếu bỏ qua sức khỏe tinh thần của học sinh - một yếu tố ngày càng được nhìn nhận như chìa khóa cho môi trường học đường an toàn và hạnh phúc. Việc tìm kiếm chiến lược và mô hình phù hợp để đồng hành cùng thế hệ trẻ đã trở thành yêu cầu cấp thiết đối với cả nhà trường, phụ huynh và xã hội."
Sáp nhập để phục vụ người học tốt hơn,2025-10-10 06:18:00,Giáo dục,"Ông Thái Văn Tài, Vụ trưởng Vụ Giáo dục phổ thông (Bộ GD-ĐT), nhấn mạnh: ""Thông điệp của Bộ rất rõ ràng, đó là sắp xếp hệ thống trường học để phục vụ người học tốt hơn chứ không phải chỉ để giảm đầu mối. Việc sắp xếp phải gắn với mục tiêu nâng cao chất lượng giáo dục, bảo đảm quyền học tập của trẻ em, không để vùng nào, đối tượng nào bị thiệt thòi""."
"Sắp xếp trường học, không chỉ để giảm đầu mối",2025-10-10 06:05:00,Giáo dục,Việc sắp xếp lại các cơ sở giáo dục từ mầm non đến THPT trong thời gian tới cần tránh lặp lại những sai lầm cũ khi tiến hành một cách cơ học.
