Title,Date,Category,Description
Ông Kim Jong-un nêu điều kiện nối lại đối thoại với Mỹ,2025-09-22 06:51:00,Thế giới,Lãnh đạo Kim Jong-un tuyên bố sẵn sàng tiếp tục đối thoại với Mỹ nếu Washington ngừng yêu cầu Bình Nhưỡng từ bỏ vũ khí hạt nhân.
Thị trường chứng khoán thường ra sao sau khi được nâng hạng?,2025-09-22 07:00:00,Kinh doanh,"Khi thông tin nâng hạng được công bố, chỉ số đại diện cho các thị trường thường tăng, nhưng thanh khoản lại giảm trong ngắn hạn trước khi bật mạnh sau 6 tháng đến 1 năm."
Ông Trump và Elon Musk lần đầu trò chuyện công khai sau xung đột,2025-09-22 07:17:00,Thế giới,"Tổng thống Trump và Elon Musk xuất hiện cạnh nhau, trò chuyện công khai lần đầu tiên kể từ sau những cuộc tranh cãi dữ dội cách đây vài tháng."
Cộng hòa Dominica 'tìm thấy ma túy' từ xuồng cao tốc bị Mỹ bắn nổ,2025-09-22 07:46:00,Thế giới,Giới chức Cộng hòa Dominica tuyên bố đã vớt được gần 400 túi ma túy từ xuồng cao tốc bị lực lượng Mỹ tập kích trên biển Caribe.
VIB ra mắt bộ sản phẩm sinh lời kết hợp hoàn tiền,2025-09-22 08:00:00,Kinh doanh,"Ngân hàng Quốc Tế (VIB) giới thiệu bộ giải pháp kết hợp tài khoản Siêu lợi suất và thẻ thanh toán hoàn tiền Smart Card, giúp người dùng vừa sinh lãi vừa nhận hoàn tiền đến 9,3%"
Yếu tố giúp quỹ mở đầu tiên ở Việt Nam duy trì hiệu suất cao hơn thị trường,2025-09-22 08:00:00,Kinh doanh,"DCDS xây chiến lược đầu tư linh hoạt, danh mục đa dạng, đội ngũ quản lý giàu kinh nghiệm, là một trong số ít quỹ duy trì hiệu suất vượt VN-Index."
Tổng thống Venezuela từng đề xuất đối thoại với Tổng thống Mỹ,2025-09-22 08:28:00,Thế giới,"Tổng thống Venezuela hồi đầu tháng gửi thư đề nghị Tổng thống Trump đối thoại, giữa lúc căng thẳng hai nước gia tăng."
Vingroup lập thêm công ty sản xuất người máy,2025-09-22 08:50:00,Kinh doanh,"Vingroup chi 252 tỷ đồng để góp vốn vào công ty nghiên cứu, phát triển trong lĩnh vực người máy."
Vợ Charlie Kirk tha thứ cho kẻ ám sát chồng,2025-09-22 09:11:00,Thế giới,"Erika Kirk, vợ của nhà hoạt động Charlie Kirk, tuyên bố tha thứ cho Tyler Robinson, người bị bắt với cáo buộc nổ súng ám sát chồng cô."
Tập đoàn Costco muốn tăng hợp tác với nhà cung cấp Việt,2025-09-22 09:12:00,Kinh doanh,"Tập đoàn Costco muốn tiếp tục hợp tác với các nhà cung cấp chính của Việt Nam, với giá trị nhập khẩu hàng hóa có thể đạt trên 1 tỷ USD mỗi năm."
"Israel phóng tên lửa vào Lebanon, 4 công dân Mỹ thiệt mạng",2025-09-22 09:27:00,Thế giới,"UAV Israel phóng hai tên lửa vào xe máy được cho là của thành viên Hezbollah ở miền nam Lebanon, khiến 5 người thiệt mạng, trong đó có 4 công dân Mỹ."
Nhiều tỷ phú Mỹ sẽ tham gia thương vụ TikTok,2025-09-22 09:30:00,Kinh doanh,"Tổng thống Donald Trump cho biết Larry Ellison, Michael Dell và Rupert Murdoch sẽ tham gia nhóm tiếp quản thuật toán trong thương vụ mua TikTok Mỹ."
Hội đồng Bảo an họp khẩn vì 'tiêm kích Nga xâm phạm không phận Estonia',2025-09-22 09:42:00,Thế giới,Hội đồng Bảo an sẽ họp khẩn theo đề nghị của Estonia để thảo luận về vụ tiêm kích MiG-31 Nga bay qua không phận nước này.
Cấm xe qua hầm Thủ Thiêm để diễn tập chữa cháy,2025-09-22 10:21:00,Thời sự,"Từ 22h đến 23h45 các ngày 25, 26 và sáng 28/9, toàn bộ xe bị cấm qua hầm Thủ Thiêm (đường hầm sông Sài Gòn) cả hai hướng để diễn tập chữa cháy và cứu nạn, cứu hộ."
Học sinh cứu bạn thoát chết vụ thảm án ở Đăk Lăk được tuyên dương,2025-09-22 10:38:00,Thời sự,"Thạch Chí Khang, học sinh lớp 5 Trường Tiểu học Trần Quốc Tuấn, được chính quyền và ngành giáo dục tuyên dương vì cứu bạn thoát khỏi tay kẻ thảm sát."
Vietnam Airlines muốn có thêm 30 tàu bay thân rộng hơn 10 tỷ USD,2025-09-22 10:47:00,Kinh doanh,Vietnam Airlines có kế hoạch bổ sung thêm 30 tàu bay thân rộng của Airbus hoặc Boeing với lịch giao hàng từ năm 2028.
Hơn 7.200 tỷ đồng mở rộng quốc lộ qua Cần Thơ gấp ba lần,2025-09-22 11:10:00,Thời sự,"Đoạn quốc lộ 91 dài 7 km qua trung tâm thành phố Cần Thơ được mở rộng từ 12 m lên 37 m, 6 làn xe, vốn đầu tư 7.238 tỷ đồng, khởi công ngày 22/9."
Ông Nghiêm Xuân Thành tiếp tục làm Bí thư Tỉnh ủy Khánh Hòa,2025-09-22 11:30:00,Thời sự,"Ông Nghiêm Xuân Thành, 55 tuổi, Bí thư Tỉnh ủy đương nhiệm, được Bộ Chính trị chỉ định tiếp tục làm người đứng đầu Tỉnh ủy Khánh Hòa nhiệm kỳ 2025-2030."
Người biểu tình đụng độ cảnh sát ở Philippines,2025-09-22 11:32:00,Thế giới,"Biểu tình tại Manila leo thang thành bạo lực khi những người đeo mặt nạ đụng độ cảnh sát chống bạo động, khiến hơn 100 người bị thương."
Đề xuất chủ sàn bán lẻ online định danh người bán qua VNeID,2025-09-22 11:34:00,Kinh doanh,"Chủ nền tảng bán lẻ online có thể phải định danh người bán hàng trên mạng trong nước qua VNeID, theo dự thảo Luật Thương mại điện tử."
Bất ổn ở loạt nước láng giềng thử thách chiến lược ngoại giao của Ấn Độ,2025-09-22 11:41:00,Thế giới,"Bất ổn tại Nepal và loạt quốc gia láng giềng Nam Á đang gây khó cho chiến lược ""ngoại giao sân sau"" cũng như khát vọng cường quốc của Ấn Độ."
Philippines 'chuẩn bị cho kịch bản xấu nhất' khi siêu bão Ragasa áp sát,2025-09-22 11:46:00,Thế giới,"Philippines đóng cửa các trụ sở chính quyền và trường học tại nhiều khu vực trên cả nước để ứng phó siêu bão Ragasa, sẵn sàng cho kịch bản xấu nhất."
Serbia khoe tên lửa Trung Quốc trong duyệt binh lớn kỷ lục,2025-09-22 11:58:00,Thế giới,"Serbia, quốc gia ở châu Âu, tổ chức duyệt binh lớn nhất lịch sử, trình diễn nhiều loại vũ khí, trong đó tên lửa phòng không của Trung Quốc."
Bác sĩ 100 tuổi vẫn hành nghề ở Nhật,2025-09-22 11:59:00,Thế giới,"Dù đã 100 tuổi, có gần 80 năm thâm niên, bác sĩ Kasamatsu ở tỉnh Wakayama tiếp tục khám bệnh, hỗ trợ sức khỏe cho người dân địa phương."
"Hiện trường trụ sở ngân hàng, dãy nhà dân bị cháy ở Cà Mau",2025-09-22 12:00:00,Thời sự,"Hỏa hoạn xảy ra sáng nay khiến mặt tiền trụ sở ngân hàng trơ khung sắt, cửa kính vỡ, các nhà nằm kề đó bị thiêu rụi, nhiều tài sản, hàng hóa hư hỏng."
Ông Bùi Văn Khắng giữ chức Chủ tịch UBND tỉnh Quảng Ninh,2025-09-22 12:01:00,Thời sự,"Quảng Ninh Sáng 22/9, ông Bùi Văn Khắng, 54 tuổi, Thứ trưởng Tài chính, nhận quyết định điều động giữ chức Phó bí thư Tỉnh ủy và được bầu làm Chủ tịch UBND tỉnh Quảng Ninh."
Vietjet nhận tàu bay Boeing 737-8 đầu tiên trong đơn hàng 32 tỷ USD,2025-09-22 12:30:00,Kinh doanh,"Mỹ Vietjet nhận bàn giao tàu bay Boeing 737-8 đầu tiên trong đơn đặt hàng 200 chiếc trị giá 32 tỷ USD, ngày 21/9."
Công ty của Warren Buffett bán hết cổ phiếu BYD,2025-09-22 13:00:00,Kinh doanh,"Sau 3 năm kể từ khi bắt đầu bán ra, công ty đầu tư Berkshire Hathaway hiện không còn nắm giữ cổ phiếu hãng xe điện Trung Quốc BYD."
"Bổ sung vốn cho 13 bộ, cơ quan trung ương, địa phương sau sắp xếp bộ máy",2025-09-22 14:10:00,Kinh doanh,"Ủy ban Thường vụ Quốc hội nhất trí chuyển 3.270 tỷ đồng từ 9 bộ, 3 địa phương để tăng tương ứng cho 3 bộ, cơ quan và 13 địa phương sau sắp xếp bộ máy hành chính."
Sông Chicago lột xác sau gần trăm năm ô nhiễm,2025-09-22 14:18:00,Thế giới,"Mỹ Khoảng 300 người nhảy xuống bơi trong làn nước lạnh giá của sông Chicago, nơi từng là một trong những tuyến đường thủy ô nhiễm nhất thế giới gần 100 năm qua."
Hà Nội sẽ xây dựng công viên dọc sông Tô Lịch,2025-09-22 14:19:00,Thời sự,"Dự án công viên dọc sông Tô Lịch có tổng đầu tư dự kiến hơn 4.600 tỷ đồng với nhiều hạng mục như: quảng trường, sân chơi, đường dạo, cây xanh..."
Cây cao 30 m đổ trong sân trường tiểu học ở TP HCM,2025-09-22 14:28:00,Thời sự,"Cây xà cừ đường kính 80 cm bật gốc đổ trong Trường tiểu học Thái Hòa A (TP Tân Uyên, Bình Dương cũ) khi mưa lớn."
"Drone Ukraine tập kích loạt trực thăng, radar Nga ở Crimea",2025-09-22 14:36:00,Thế giới,Ukraine đăng video drone bay qua biển để tấn công trực thăng Mi-8 và radar Nebo-U của Nga tại bán đảo Crimea.
Người biểu tình bạo lực ở Philippines có thể bị truy tố tội phản loạn,2025-09-22 14:57:00,Thế giới,"Hàng trăm thanh niên bịt mặt gây bạo loạn ở Manila, được cho là thành viên băng đảng hiphop, đối mặt nguy cơ bị truy tố tội phản loạn."
Hong Kong hủy hơn 700 chuyến bay vì siêu bão Ragasa,2025-09-22 15:10:00,Thế giới,Các hãng hàng không tại Hong Kong thông báo hủy hơn 700 chuyến bay vì siêu bão Ragasa dự kiến đổ bộ vào đặc khu.
Pháp có thể đề xuất cử lực lượng quốc tế tiếp quản Dải Gaza,2025-09-22 15:27:00,Thế giới,"Pháp được cho là đang thúc đẩy sáng kiến lập lực lượng quốc tế đảm bảo an ninh cho Dải Gaza, giải giáp Hamas và hỗ trợ tổ chức bầu cử."
"Nga tập kích Ukraine, nghi nhắm vào trận địa Patriot gần Kiev",2025-09-22 15:35:00,Thế giới,"Kiev nói Moskva huy động hơn 140 UAV trong cuộc tập kích ban đêm, truyền thông Nga nhận định một trong các mục tiêu là trận địa phòng không Patriot."
"Đại học không đạt chuẩn sẽ bị sáp nhập, giải thể",2025-09-22 15:51:00,Thời sự,"Ban Chỉ đạo của Chính phủ yêu cầu sắp xếp lại hệ thống giáo dục, y tế, doanh nghiệp nhà nước; trong đó sáp nhập hoặc giải thể các trường đại học không đạt chuẩn."
Chứng khoán 'đỏ lửa' đầu tuần,2025-09-22 15:51:00,Kinh doanh,"Áp lực bán dồn dập khiến hơn 260 cổ phiếu trên sàn TP HCM đóng cửa trong sắc đỏ, kéo theo VN-Index mất 24 điểm và nối dài mạch giảm 5 phiên liên tiếp."
Thái Lan điều 1.400 cảnh sát chống bạo động đến biên giới với Campuchia,2025-09-22 15:57:00,Thế giới,Cảnh sát Thái Lan điều lực lượng chống bạo động gồm 1.400 thành viên từ 5 tỉnh tới khu vực biên giới với Campuchia để ứng phó các cuộc biểu tình.
Ông Phan Văn Mãi: Việc Lotte trả dự án ở Thủ Thiêm là một sự lãng phí,2025-09-22 16:15:00,Kinh doanh,"Ông Phan Văn Mãi dẫn chứng việc Lotte xin dừng dự án ở Thủ Thiêm có thể gây lãng phí khi đất nhiều năm không được sử dụng và ảnh hưởng đến môi trường đầu tư, kinh doanh."
"Quân nhân Việt Nam đáp 'ngựa thồ' C-17, bay hơn 10.000 km làm nhiệm vụ",2025-09-22 16:22:00,Thời sự,"TP HCM Hàng trăm quân nhân Việt Nam lên chuyên cơ vận tải, bay quãng đường dài sang Nam Sudan và khu vực Abyei, thuộc châu Phi, làm nhiệm vụ quốc tế, sáng 22/9."
"Chuyên gia khoa học công nghệ được cấp căn hộ, phương tiện",2025-09-22 16:28:00,Thời sự,"Chính phủ sẽ hỗ trợ tiền thuê nhà, phương tiện hoặc cấp căn hộ, xe tiêu chuẩn cho chuyên gia khoa học, công nghệ, đổi mới sáng tạo và chuyển đổi số."
Tiểu thương dùng loa thông báo để giữ chân khách hàng,2025-09-22 16:30:00,Kinh doanh,"Loa thông báo chuyển khoản xác nhận bằng âm thanh, hạn chế nhầm lẫn, giữ trải nghiệm thanh toán liền mạch, được nhiều tiểu thương lựa chọn khi đáp ứng nhu cầu của nhóm khách hiện đại."
Bốn ôtô va chạm trên cao tốc Hà Nội - Thái Nguyên,2025-09-22 16:31:00,Thời sự,"Ba ôtô con và một xe tải va chạm liên hoàn trên cao tốc Hà Nội - Thái Nguyên gây ách tắc kéo dài hơn 3 km, trưa 22/9."
Tư lệnh Cảnh sát biển giữ chức Phó tổng Tham mưu trưởng QĐND Việt Nam,2025-09-22 16:36:00,Thời sự,"Trung tướng Lê Quang Đạo, Tư lệnh Cảnh sát biển Việt Nam, được Thủ tướng bổ nhiệm giữ chức Phó tổng Tham mưu trưởng Quân đội nhân dân Việt Nam từ 22/9."
Công nhân bị máy xúc va trúng tử vong tại dự án metro,2025-09-22 16:42:00,Thời sự,"TP HCM Người đàn ông 61 tuổi bị xe cuốc (máy xúc) va trúng, tử vong, khi cùng nhóm công nhân tái lập mặt đường thuộc dự án metro Bến Thành - Tham Lương, sáng 22/9."
Bắn chết 4 người sau mâu thuẫn vì chó,2025-09-22 16:52:00,Thế giới,"Campuchia Nghi phạm nổ súng vào gia đình 7 người ở tỉnh Kampot do tranh cãi sau vụ chó ăn vụng, khiến 4 người chết."
Nhân viên cứu người ngã trên đường ray khi tàu lao tới được khen thưởng,2025-09-22 17:44:00,Thời sự,"Quảng Ngãi Kéo người bị ngã giữa đường ray ra ngoài khi tàu đang lao tới, hai nhân viên gác chắn cùng kíp trực được tặng giấy khen."
Anh cảnh báo Israel không trả đũa việc công nhận Nhà nước Palestine,2025-09-22 17:59:00,Thế giới,Ngoại trưởng Cooper cảnh báo Israel không sáp nhập một số khu vực Bờ Tây để trả đũa việc Anh công nhận Nhà nước Palestine.
Masan mong lan tỏa văn hóa Việt khi đồng hành V Fest,2025-09-22 18:00:00,Kinh doanh,"Masan (MSN) đồng hành đêm nhạc V Fest, nối tiếp chuỗi hoạt động đưa ẩm thực bản địa ra thế giới, kỳ vọng lan tỏa văn hóa Việt"
"Đề xuất bảo hiểm tiền gửi chi trả sớm, không cần chờ phá sản",2025-09-22 18:13:00,Kinh doanh,"Bảo hiểm tiền gửi có thể chi trả cho người gửi tiền sớm hơn, chứ không phải chờ đến khi tổ chức tín dụng ""tuyên bố phá sản"", theo dự thảo Luật Bảo hiểm tiền gửi."
Giảm thời gian cấp giấy miễn thị thực còn một ngày,2025-09-22 18:22:00,Thời sự,"Thời gian cấp giấy miễn thị thực tại cơ quan đại diện Việt Nam ở nước ngoài sẽ rút ngắn từ hai ngày làm việc xuống một ngày, theo quyết định của Thủ tướng ngày 21/9."
Nga chỉ trích Estonia châm ngòi đối đầu,2025-09-22 18:23:00,Thế giới,"Nga bác cáo buộc cho rằng tiêm kích nước này đã xâm phạm không phận Estonia, chỉ trích Tallinn muốn châm ngòi đối đầu."
Phó thủ tướng: Tháo gỡ dự án tồn đọng để đưa hàng triệu tỷ đồng vào nền kinh tế,2025-09-22 18:34:00,Kinh doanh,Phó thủ tướng Nguyễn Hòa Bình tin rằng chủ trương tháo gỡ cho các dự án tồn đọng sẽ giúp nền kinh tế có thêm nguồn lực hàng triệu tỷ đồng.
Ba người chết ở Australia vì nhà mạng mất sóng,2025-09-22 18:45:00,Thế giới,"Nhà mạng Optus hứng chỉ trích sau sự cố mất sóng diện rộng, khiến hàng trăm người không thể gọi dịch vụ cấp cứu, dẫn đến ba trường hợp tử vong."
'Nhà nước làm những gì tư nhân không thể',2025-09-22 18:50:00,Kinh doanh,"Thủ tướng nêu quan điểm, các thành phần kinh tế cạnh tranh bình đẳng, nhà nước làm những gì tư nhân không thể, chứ không phải những điều họ có thể làm tốt hơn."
Ông chủ LVMH: Mức thuế với giới siêu giàu sẽ phá huỷ kinh tế Pháp,2025-09-22 19:00:00,Kinh doanh,"Tỷ phú giàu nhất châu Âu Bernard Arnault chỉ trích rằng, đề xuất áp thuế 2% với giới siêu giàu có thể phá hủy nền kinh tế Pháp."
'Biểu tượng sức mạnh' mà ông Trump muốn giành lại ở Afghanistan,2025-09-22 19:39:00,Thế giới,"Sân bay Bagram từng là ""biểu tượng sức mạnh"" của Mỹ ở Afghanistan trước chiến dịch rút quân thảm họa và hiện ông Trump muốn Taliban giao lại."
Nga sẵn sàng gia hạn hiệp ước kiểm soát vũ khí hạt nhân với Mỹ,2025-09-22 19:54:00,Thế giới,Tổng thống Putin tuyên bố sẵn sàng gia hạn hiệp ước New START thêm một năm để thúc đẩy Nga - Mỹ đàm phán thỏa thuận mới về vũ khí hạt nhân.
"Cho thôi nhiệm vụ đại biểu Quốc hội với ông Lại Thế Nguyên, Trần Quốc Nam",2025-09-22 20:28:00,Thời sự,Ủy ban Thường vụ Quốc hội quyết định cho thôi nhiệm vụ đại biểu khóa 15 với ông Lại Thế Nguyên và ông Trần Quốc Nam theo đơn xin nghỉ ngày 18/9.
Siêu bão Ragasa sẽ giảm cấp nhanh từ 24/9,2025-09-22 20:47:00,Thời sự,"Do tác động của áp cao lục địa và ma sát địa hình Trung Quốc, các chuyên gia dự báo siêu bão Ragasa sẽ suy yếu nhanh khi vào vịnh Bắc Bộ."
Đá lớn rơi xuống đường bao biển Hạ Long - Cẩm Phả,2025-09-22 20:56:00,Thời sự,"Quảng Ninh Chiều 22/9, nhiều tảng đá nặng hàng trăm tấn từ vách núi rơi xuống đường bao biển Hạ Long - Cẩm Phả, đoạn qua phường Quang Hanh, khiến giao thông bị gián đoạn."
Pháp trả cặp gấu trúc về Trung Quốc dưỡng già,2025-09-22 21:22:00,Thế giới,"Vườn thú Beauval, miền trung Pháp, sẽ trả gấu trúc Huan Huan và bạn đời Yuan Zi về Trung Quốc dưỡng già, sau khi một con được chẩn đoán suy thận."
Siêu bão Ragasa vào Biển Đông,2025-09-22 23:21:00,Thời sự,"22h ngày 22/9, siêu bão Ragasa vào Biển Đông, sức gió mạnh nhất 221 km/h, cấp 17, giật trên cấp 17, trở thành cơn bão thứ 9 hoạt động trên khu vực trong năm nay."
"Cháy nhà trong ngõ ở Hà Nội, nghi do phóng hỏa",2025-09-22 23:36:00,Thời sự,"Tối 22/9, ngôi nhà hai tầng trong ngõ 175 Lạc Long Quân, phường Tây Hồ, bốc cháy dữ dội, nghi do phóng hỏa, khiến một người bị thương."
Cầu vượt cửa biển dài nhất miền Trung trước ngày thông xe,2025-09-23 00:00:00,Thời sự,"TP Huế Cầu vượt cửa biển Thuận An nối làng Thai Dương Hạ với làng Thai Dương Thượng của phường Thuận An đang được gấp rút thi công, thông xe trong năm nay."
Sát thủ thầm lặng trong 'căn hộ ma ám' ở Ukraine hơn 40 năm trước,2025-09-23 00:00:00,Thế giới,"Một căn hộ ở Ukraine từng bị cho là ""có ma ám"" khi những người sống tại đây liên tục qua đời, nhưng nguyên nhân thực sự đến từ viên phóng xạ vùi trong tường."
Hàng nghìn turbin điện gió đi đâu khi hết hạn sử dụng?,2025-09-23 00:01:00,Kinh doanh,"Những cánh quạt turbin dài khoảng 55 m, làm từ sợi carbon khó phân hủy, được tái sử dụng làm mái che xe đạp, hoặc tái chế, thu hồi sợi thủy tinh và nhựa."
Nhiều quỹ đầu tư tăng nắm giữ tiền mặt,2025-09-23 00:03:00,Kinh doanh,"Sau giai đoạn chứng khoán tăng mạnh, nhiều quỹ mở cổ phiếu thận trọng hơn và nâng tỷ trọng tiền mặt, có bên ghi nhận quá nửa tổng tài sản."
Vị thế của Nhà nước Palestine khi được loạt nước phương Tây công nhận,2025-09-23 05:00:00,Thế giới,"Nhà nước Palestine cải thiện đáng kể vị thế trong nỗ lực trở thành quốc gia có chủ quyền thực sự, khi được các cường quốc phương Tây công nhận."
Trào lưu kinh doanh bánh dẻo ép dẹt,2025-09-23 06:00:00,Kinh doanh,"Bánh dẻo vốn lép vế bánh nướng nhưng nửa tháng qua, trào lưu ép dẹt, làm lạnh, cắt nhỏ thưởng thức giúp loại bánh này ""cháy hàng""."
Làn đường ưu tiên xe đạp đầu tiên ở TP HCM sẽ bố trí thế nào,2025-09-23 06:00:00,Thời sự,"Làn ưu tiên xe đạp dài gần 6 km trên đại lộ Mai Chí Thọ (TP Thủ Đức cũ) sẽ được bố trí tách biệt ôtô, xe máy, có trạm công cộng, kết nối metro và xe buýt."
Lễ kết nghĩa ba xã sau sáp nhập của người Cơ Tu,2025-09-23 06:00:00,Thời sự,"Đà Nẵng Những người có uy tín trong đồng bào Cơ Tu tại ba xã vùng cao Quảng Nam (cũ) sau sáp nhập đã kết nghĩa anh em, cùng đoàn kết giữ gìn văn hóa và phát triển kinh tế - xã hội."
Pháp cùng loạt quốc gia châu Âu công nhận Nhà nước Palestine,2025-09-23 06:57:00,Thế giới,"Pháp cùng các quốc gia châu Âu khác như Bỉ, Malta, Monaco, Luxembourg tuyên bố công nhận Nhà nước Palestine để thúc đẩy hòa bình."
Siêu bão Ragasa hôm nay giữ cấp 17,2025-09-23 07:02:00,Thời sự,"Trong 24 giờ tới, Ragasa được dự báo giữ cấp siêu bão (cấp 16-17) trước khi bước vào giai đoạn giảm cấp nhanh và đổ bộ miền Bắc chiều 25/9 với sức gió cấp 8-9."
Tổng thư ký Antonio Guterres: Việt Nam là đối tác tuyệt vời của LHQ,2025-09-23 07:11:00,Thế giới,"Tổng thư ký Guterres ca ngợi Việt Nam đóng góp tích cực trên tất cả lĩnh vực hoạt động ưu tiên của Liên Hợp Quốc, trong cuộc gặp Chủ tịch nước Lương Cường tại New York."
Chứng khoán Mỹ tiếp tục tăng,2025-09-23 08:19:00,Kinh doanh,"Cả ba chỉ số của Wall Street đều lên mức cao chưa từng có, trong khi giá vàng thế giới tăng hơn 60 USD một ounce."
Mỹ từ chối đề nghị đối thoại của Tổng thống Venezuela,2025-09-23 08:39:00,Thế giới,Nhà Trắng từ chối đề xuất của Tổng thống Venezuela về đối thoại với Tổng thống Trump nhằm giảm căng thẳng giữa hai nước.
Việt Nam giới thiệu Lễ mở ký Công ước Hà Nội tại LHQ,2025-09-23 08:40:00,Thế giới,"Việt Nam tổ chức sự kiện trong khuôn khổ Tuần lễ cấp cao Đại hội đồng LHQ ở New York, để giới thiệu Lễ mở ký Công ước Hà Nội về chống tội phạm mạng sẽ diễn ra vào tháng 10."
Sân bay Cà Mau đóng cửa để nâng cấp từ 30/10,2025-09-23 08:53:00,Thời sự,"Từ 30/10, sân bay Cà Mau sẽ tạm dừng khai thác một năm để mở rộng đường băng, đường lăn, sân đỗ và nhà ga, nâng công suất gấp 5 lần hiện nay."
Ông Trump hé lộ về cuộc tái ngộ với Elon Musk,2025-09-23 09:03:00,Thế giới,"Ông Trump cho biết tỷ phú Elon Musk đã tới bắt chuyện trước, trong lần đầu hai người gặp mặt trực tiếp sau nhiều tháng."
ICC cáo buộc ông Duterte phạm ba tội ác chống lại loài người,2025-09-23 09:10:00,Thế giới,ICC đưa ra ba cáo buộc về tội ác chống lại loài người với cựu tổng thống Philippines Duterte liên quan chiến dịch chống ma túy khi ông tại nhiệm.
Biểu tình khắp Italy để phản đối chiến sự Gaza,2025-09-23 09:24:00,Thế giới,"Người Italy xuống đường ở nhiều thành phố để biểu tình phản đối chiến sự Gaza, một số cuộc đụng độ giữa người tham gia và cảnh sát đã nổ ra."
Trường học Điện Biên có thêm phòng học mới,2025-09-23 09:34:00,Thời sự,"Ngày 22/9, Quỹ Hy Vọng phối hợp cùng Đông Tây Barbershop khánh thành ba phòng học mới tại xã Tìa Dình, tỉnh Điện Biên."
Cần có biện pháp xử lý với học sinh 'lệch chuẩn quá lớn',2025-09-23 09:41:00,Thời sự,"Chủ nhiệm Ủy ban Văn hóa - Xã hội Nguyễn Đắc Vinh cho rằng áp dụng hình thức kỷ luật quá nhẹ với học sinh lệch chuẩn sẽ gây hệ lụy xấu cho xã hội, không đáp ứng yêu cầu giáo dục đạo đức."
Ba Lan dọa bắn rơi máy bay xâm phạm không phận,2025-09-23 09:41:00,Thế giới,"Ngoại trưởng Ba Lan cảnh báo nước này sẽ bắn hạ tên lửa, máy bay xâm phạm không phận, dù là vô tình hay cố ý."
Người Hong Kong 'càn quét' siêu thị trước siêu bão Ragasa,2025-09-23 09:48:00,Thế giới,"Người Hong Kong đổ xô tới siêu thị để mua sắm, tích trữ nhu yếu phẩm, khi siêu bão Ragasa áp sát và được dự báo có sức tàn phá lớn."
Một năm Đội Công binh số 3 kiến tạo hạ tầng ở Abyei,2025-09-23 10:15:00,Thời sự,"Từ mở đường, nâng cấp sân bay, dựng kho đến hỗ trợ dân sinh, Đội Công binh số 3 Việt Nam đã để lại nhiều dấu ấn trong nhiệm kỳ một năm tại Phái bộ UNISFA, Abyei."
Ông Trump ký lệnh coi Antifa là 'tổ chức khủng bố nội địa',2025-09-23 10:20:00,Thế giới,"Tổng thống Trump ký sắc lệnh coi Antifa là ""tổ chức khủng bố nội địa"" sau vụ ám sát Charlie Kirk, yêu cầu điều tra các hoạt động của phong trào này."
Ukraine tuyên bố lần đầu phá hủy thủy phi cơ săn ngầm Nga,2025-09-23 10:38:00,Thế giới,"Tình báo Ukraine tuyên bố tập kích và phá hủy hai thủy phi cơ Be-12 Nga tại Crimea, đánh dấu lần đầu mẫu máy bay này bị nhắm mục tiêu."
"Vòng vàng Pharaoh 3.000 năm tuổi bị đánh cắp, nấu chảy",2025-09-23 10:38:00,Thế giới,"Vòng tay bằng vàng 3.000 năm tuổi của Pharaoh Amenemope bị đánh cắp khỏi bảo tàng ở Cairo và nấu chảy, khiến người Ai Cập phẫn nộ."
Vì sao khó dẹp bỏ nạn tận diệt chim trời?,2025-09-23 10:44:00,Thời sự,"Nghệ An Nạn săn bắt, buôn bán chim trời diễn ra nhiều năm qua bất chấp lệnh cấm do lợi nhuận lớn, nhu cầu tiêu thụ cao và khó khăn trong kiểm soát."
Quỹ đầu tư Warburg Pincus muốn hỗ trợ Việt Nam xây trung tâm dữ liệu công nghệ cao,2025-09-23 10:51:00,Kinh doanh,"Warburg Pincus - quỹ đầu tư tư nhân lâu đời nhất thế giới - muốn hỗ trợ xây trung tâm dữ liệu công nghệ cao, phù hợp với định hướng phát triển chiến lược của Việt Nam."
Bị bắt vì chiếu tia laser vào trực thăng chở ông Trump,2025-09-23 10:56:00,Thế giới,Giới chức Mỹ bắt một người đàn ông với cáo buộc chiếu tia laser đỏ vào trực thăng Marine One chở ông Trump gần Nhà Trắng.
Nga - Ukraine tìm cách triệt hạ huyết mạch năng lượng của nhau,2025-09-23 11:24:00,Thế giới,"Nga tăng sức ép tập kích lên hạ tầng năng lượng Ukraine trước mùa đông, còn Kiev cũng tung đòn đáp trả tương tự nhằm triệt hạ nguồn tài chính của đối phương."
Dàn vũ khí trên hộ vệ hạm Anh thăm Việt Nam,2025-09-23 11:35:00,Thế giới,Hộ vệ hạm HMS Richmond đang thăm Việt Nam được trang bị nhiều vũ khí hiện đại của Anh như tên lửa diệt hạm NSM và phòng không Sea Ceptor.
Ragasa trở thành siêu bão mạnh nhất thế giới từ đầu năm,2025-09-23 11:42:00,Thế giới,"Khi siêu bão Ragasa đổ bộ vào Philippines với sức gió 270 km/h, nó đã trở thành cơn bão mạnh nhất địa cầu từ đầu năm."
