Title,Date,Category,Description,Url
PNJ được JWA vinh danh về phát triển bền vững,2025-09-18 10:50:00,Kinh doanh,"Hong Kong Nhờ triển khai hiệu quả loạt chiến lược phát triển bền vững, PNJ được ban tổ chức JWA 2025 xướng tên ở hạng mục ""Sustainability Leadership"", tối 17/9.",https://vnexpress.net/pnj-duoc-jwa-vinh-danh-ve-phat-trien-ben-vung-4940571.html
Bamboo Capital bị cảnh báo chậm nộp báo cáo tài chính,2025-09-17 12:55:00,Kinh doanh,Bamboo Capital tiếp tục chậm nộp báo cáo tài chính bán niên dù cổ phiếu BCG của họ đã bị hạn chế giao dịch trước đó với lỗi tương tự.,https://vnexpress.net/bamboo-capital-bi-canh-bao-cham-nop-bao-cao-tai-chinh-4940119.html
T&T muốn mở rộng hợp tác với doanh nghiệp Mỹ về hàng không,2025-09-19 10:35:00,Kinh doanh,"T&T Group tổ chức tọa đàm trao đổi kinh nghiệm, giải pháp hàng không trong thiết kế, vận hành, an toàn, số hóa với doanh nghiệp Mỹ, hướng tới mô hình tập đoàn hàng không tích hợp.",https://vnexpress.net/t-t-muon-mo-rong-hop-tac-voi-doanh-nghiep-my-ve-hang-khong-4940787.html
Ông Trump nói Mỹ đã tìm được người mua TikTok,2025-09-16 22:46:00,Kinh doanh,"Tổng thống Donald Trump cho biết đã tìm được một nhóm nhà đầu tư mua TikTok ở Mỹ, nhưng chưa tiết lộ thêm thông tin chi tiết.",https://vnexpress.net/ong-trump-noi-my-da-tim-duoc-nguoi-mua-tiktok-4939926.html
Vietnam Airlines thoát âm vốn chủ sở hữu,2025-09-17 04:00:00,Kinh doanh,Vietnam Airlines đã hết âm vốn chủ sở hữu sau khi SCIC hoàn tất giải ngân 7.770 tỷ đồng để mua thêm cổ phiếu hãng hàng không này.,https://vnexpress.net/vietnam-airlines-thoat-am-von-chu-so-huu-4939924.html
Khối ngoại quay lại thị trường chứng khoán Trung Quốc,2025-09-17 06:00:00,Kinh doanh,"Sau 3 năm rút lui, vốn ngoại quay lại thị trường chứng khoán Trung Quốc bởi sức hút ngành công nghệ và nhu cầu đa dạng hóa đầu tư.",https://vnexpress.net/khoi-ngoai-quay-lai-thi-truong-chung-khoan-trung-quoc-4939892.html
Thủ tướng: Doanh nghiệp Việt đã trưởng thành hơn,2025-09-16 19:50:00,Kinh doanh,"Thủ tướng ghi nhận sự trưởng thành của doanh nghiệp Việt trong nhiều lĩnh vực, như hạ tầng, giao thông, và một đơn vị có thể đảm nhận gấp 3 công việc trước đây.",https://vnexpress.net/thu-tuong-doanh-nghiep-viet-da-truong-thanh-hon-4939896.html
Ông Trump kêu gọi bỏ bắt buộc báo cáo quý cho công ty niêm yết,2025-09-16 19:20:00,Kinh doanh,Tổng thống Mỹ Donald Trump cho rằng chỉ nên bắt buộc công ty niêm yết báo cáo tài chính 6 tháng một lần thay vì hàng quý.,https://vnexpress.net/ong-trump-keu-goi-bo-bat-buoc-bao-cao-quy-cho-cong-ty-niem-yet-4939882.html
Vingroup nhận giải thưởng tại triển lãm thành tựu đất nước,2025-09-17 17:00:00,Kinh doanh,"Tập đoàn Vingroup nhận giải thưởng ""Không gian trưng bày tiêu biểu"" đại diện cho khu vực kinh tế tư nhân tại Lễ bế mạc Triển lãm Thành tựu đất nước, tối 15/9.",https://vnexpress.net/vingroup-nhan-giai-thuong-tai-trien-lam-thanh-tuu-dat-nuoc-4940280.html
"Chính phủ yêu cầu ổn định thị trường vàng, thu hẹp chênh lệch với giá thế giới",2025-09-16 20:04:00,Kinh doanh,"Thủ tướng Phạm Minh Chính yêu cầu Ngân hàng Nhà nước có giải pháp ổn định thị trường vàng, thu hẹp chênh lệch giữa giá quốc tế và trong nước.",https://vnexpress.net/chinh-phu-yeu-cau-on-dinh-thi-truong-vang-thu-hep-chenh-lech-voi-gia-the-gioi-4939899.html
Xuất khẩu thép Trung Quốc dự báo lập kỷ lục,2025-09-16 22:00:00,Kinh doanh,"Xuất khẩu thép của Trung Quốc dự báo cao kỷ lục năm nay, bất chấp các lo ngại trước đó về rào cản thương mại khiến đầu ra gặp khó.",https://vnexpress.net/xuat-khau-thep-trung-quoc-du-bao-lap-ky-luc-4939802.html
Chứng khoán đứt chuỗi tăng liên tiếp,2025-09-16 15:58:00,Kinh doanh,"VN-Index đảo chiều từ tăng thành giảm trong những phút cuối phiên, đóng cửa sát 1.681 điểm, mất 4 điểm so với tham chiếu.",https://vnexpress.net/chung-khoan-dut-chuoi-tang-lien-tiep-4939814.html
Người ông Trump đề cử được duyệt làm Thống đốc Fed,2025-09-16 09:12:00,Kinh doanh,Thượng viện Mỹ phê chuẩn Stephen Miran vào vị trí thành viên Hội đồng Thống đốc Cục Dự trữ liên bang (Fed).,https://vnexpress.net/nguoi-ong-trump-de-cu-duoc-duyet-lam-thong-doc-fed-4939496.html
Ông Nguyễn Thanh Nghị: Tăng quyền của người dân trong chọn đơn vị cung cấp điện,2025-09-16 14:01:00,Kinh doanh,"Ngành điện sẽ phát triển thị trường cạnh tranh, tăng quyền tiếp cận và chọn đơn vị cung cấp của người dân, theo Trưởng Ban Chính sách, chiến lược Trung ương Nguyễn Thanh Nghị.",https://vnexpress.net/ong-nguyen-thanh-nghi-tang-quyen-cua-nguoi-dan-trong-chon-don-vi-cung-cap-dien-4939685.html
Elon Musk mua thêm 1 tỷ USD cổ phiếu Tesla,2025-09-16 16:34:00,Kinh doanh,"Người giàu nhất thế giới bày tỏ sự tự tin vào tương lai của hãng xe điện, khi mua thêm hơn 2,5 triệu cổ phiếu hãng này tuần trước.",https://vnexpress.net/elon-musk-mua-them-1-ty-usd-co-phieu-tesla-4939830.html
Doanh nghiệp Việt cơ cấu lại thị trường trước biến động thuế Mỹ,2025-09-16 10:14:00,Kinh doanh,"Các sếp Nafoods và Đại Dũng cho rằng chính sách thuế của ông Trump giúp họ cơ cấu lại thị trường nguyên liệu, xuất khẩu, và ứng phó nhanh hơn trước biến động.",https://vnexpress.net/doanh-nghiep-viet-co-cau-lai-thi-truong-truoc-bien-dong-thue-my-4939463.html
Đề xuất nâng giảm trừ gia cảnh ngay kỳ tính thuế 2025,2025-09-16 00:03:00,Kinh doanh,"Chuyên gia cho rằng nên áp dụng mức giảm trừ mới càng sớm càng tốt để người dân không phải chịu thêm một kỳ tính thuế ""không còn phù hợp thực tiễn"".",https://vnexpress.net/de-xuat-nang-giam-tru-gia-canh-ngay-ky-tinh-thue-2025-4939254.html
Alphabet gia nhập câu lạc bộ vốn hóa 3.000 tỷ USD,2025-09-16 11:39:00,Kinh doanh,"Alphabet - công ty mẹ của gã khổng lồ tìm kiếm Google - vừa trở thành công ty thứ 4 trên thế giới đạt mốc vốn hóa 3.000 tỷ USD, sau Apple, Microsoft và Nvidia.",https://vnexpress.net/alphabet-gia-nhap-cau-lac-bo-von-hoa-3-000-ty-usd-4939596.html
FPT ký hợp đồng chuyển đổi số tích hợp 256 triệu USD,2025-09-16 10:59:00,Kinh doanh,"FPT vừa ký hợp đồng chuyển đổi số cho một tập đoàn năng lượng hàng đầu Châu Á, trị giá 256 triệu USD, lớn nhất trong lịch sử công ty.",https://vnexpress.net/fpt-ky-hop-dong-chuyen-doi-so-tich-hop-256-trieu-usd-4939546.html
Cần vốn tối thiểu 5.000 tỷ để kinh doanh chứng khoán trong trung tâm tài chính,2025-09-16 14:00:00,Kinh doanh,Bộ Tài chính đề xuất 5.000 tỷ đồng là mức vốn tối thiểu để công ty chứng khoán đủ điều kiện thành lập tổ chức kinh doanh lĩnh vực này trong trung tâm tài chính.,https://vnexpress.net/can-von-toi-thieu-5-000-ty-de-kinh-doanh-chung-khoan-trong-trung-tam-tai-chinh-4939675.html
Hòa Phát muốn niêm yết mảng nông nghiệp,2025-09-17 10:41:00,Kinh doanh,"Hòa Phát nộp hồ sơ niêm yết cổ phiếu của Nông nghiệp Hòa Phát, có thể hoàn tất trong năm nay.",https://vnexpress.net/hoa-phat-muon-niem-yet-mang-nong-nghiep-4940051.html
Bộ trưởng Tài chính: Việt Nam đã cố gắng đáp ứng các tiêu chí nâng hạng của FTSE,2025-09-16 07:51:00,Kinh doanh,"Việt Nam đã nỗ lực đáp ứng các tiêu chí nâng hạng của FTSE thông qua những cải cách nhằm tạo thuận lợi cho dòng vốn đầu tư nước ngoài vào thị trường, theo Bộ trưởng Nguyễn Văn Thắng.",https://vnexpress.net/bo-truong-tai-chinh-viet-nam-da-co-gang-dap-ung-cac-tieu-chi-nang-hang-cua-ftse-4939493.html
VN-Index tăng 4 phiên liên tiếp,2025-09-15 16:05:00,Kinh doanh,"Dòng tiền đổ vào cổ phiếu thép, ngân hàng, chứng khoán giúp VN-Index hồi phục 4 phiên liên tiếp sau nhịp giảm hơn 70 điểm vào đầu tuần trước.",https://vnexpress.net/vn-index-tang-4-phien-lien-tiep-4939334.html
Bộ Công an đề xuất miễn thuế thu nhập với tiền lương từ ngân sách,2025-09-16 16:07:00,Kinh doanh,"Bộ Công an đề xuất miễn thuế thu nhập cá nhân với tiền lương, các khoản có tính chất tiền công được trả từ nguồn ngân sách nhà nước.",https://vnexpress.net/bo-cong-an-de-xuat-mien-thue-thu-nhap-voi-tien-luong-tu-ngan-sach-4939781.html
Doanh nghiệp được hưởng những mức ưu đãi thuế suất nào theo luật mới?,2025-09-16 16:00:00,Kinh doanh,"Luật Thuế thu nhập doanh nghiệp mới, hiệu lực từ ngày 1/10, áp dụng cho kỳ tính thuế năm 2025. Bài trắc nghiệm dưới đây giúp doanh nghiệp hiểu rõ quy định mới.",https://vnexpress.net/doanh-nghiep-duoc-huong-nhung-muc-uu-dai-thue-suat-nao-theo-luat-moi-4939544.html
Phó chủ tịch T&T Group đề xuất nhóm giải pháp hỗ trợ doanh nghiệp tư nhân,2025-09-16 21:35:00,Kinh doanh,"Ông Đỗ Vinh Quang, Phó chủ tịch T&T Group, Chủ tịch Vietravel Airlines đề xuất ba nhóm giải pháp nhằm tháo gỡ điểm nghẽn thể chế, vốn và thủ tục giúp khu vực tư nhân tăng sức cạnh tranh.",https://vnexpress.net/pho-chu-tich-t-t-group-de-xuat-nhom-giai-phap-ho-tro-doanh-nghiep-tu-nhan-4939918.html
Trung Quốc nói Nvidia vi phạm luật chống độc quyền,2025-09-15 19:14:00,Kinh doanh,Điều tra sơ bộ của Trung Quốc xác định hãng chip Nvidia (Mỹ) đã vi phạm luật chống độc quyền của nước này.,https://vnexpress.net/trung-quoc-noi-nvidia-vi-pham-luat-chong-doc-quyen-4939355.html
Nga giao dịch hàng đổi hàng với Trung Quốc,2025-09-15 16:18:00,Kinh doanh,"Dùng lúa mì đổi ôtô hay hạt lanh lấy vật liệu xây dựng, thương nhân Nga giao dịch với Trung Quốc không bằng tiền để tránh lệnh trừng phạt.",https://vnexpress.net/nga-giao-dich-hang-doi-hang-voi-trung-quoc-4939294.html
Huế thí điểm hệ thống cọc tiền chai nhựa đầu tiên tại Việt Nam,2025-09-16 10:29:00,Kinh doanh,"Huế trở thành đô thị đầu tiên tại Việt Nam, khu vực thí điểm hệ thống cọc tiền chai nhựa, theo đó người mua trả thêm 1.000 đồng và được nhận lại khi hoàn vỏ.",https://vnexpress.net/hue-thi-diem-he-thong-coc-tien-chai-nhua-dau-tien-tai-viet-nam-4939495.html
Chứng khoán VPBank muốn tham gia thị trường giao dịch hàng hóa,2025-09-15 14:45:00,Kinh doanh,"Chứng khoán VPBank lên kế hoạch tham gia thị trường giao dịch tài sản mã hóa, hàng hóa và các nền tảng cho vay ngang hàng (P2P lending).",https://vnexpress.net/chung-khoan-vpbank-muon-tham-gia-thi-truong-giao-dich-hang-hoa-4939249.html
Vietjet nhận tàu bay A330 thân rộng mới từ Airbus,2025-09-15 17:30:00,Kinh doanh,"Tàu bay A330 thân rộng mang số hiệu VN-A280 được Airbus bàn giao cho Vietjet ngày 14/9, nâng tổng đội tàu lên 121 chiếc, phục vụ mở rộng mạng bay quốc tế và mùa cao điểm cuối năm.",https://vnexpress.net/vietjet-nhan-tau-bay-a330-than-rong-moi-tu-airbus-4939386.html
Người Việt có gần 138 triệu thẻ tài chính,2025-09-15 11:19:00,Kinh doanh,"Năm 2024, Việt Nam có gần 138 triệu thẻ tài chính đang lưu hành, 89% là thẻ ghi nợ nhưng thẻ tín dụng mới là động lực tăng trưởng chính.",https://vnexpress.net/nguoi-viet-co-gan-138-trieu-the-tai-chinh-4939125.html
CEO TPBank: Chuyển đổi số đã thay đổi tương lai ngân hàng,2025-09-15 14:00:00,Kinh doanh,"Ông Nguyễn Hưng, CEO TPBank cho biết chuyển đổi số đã giúp TPBank từ một ngân hàng yếu kém vươn lên nhóm dẫn đầu, góp phần đưa Việt Nam tiến tới quốc gia số.",https://vnexpress.net/ceo-tpbank-chuyen-doi-so-da-thay-doi-tuong-lai-ngan-hang-4939187.html
Mỹ đạt thỏa thuận với Trung Quốc về TikTok,2025-09-15 20:40:00,Kinh doanh,Bộ trưởng Tài chính Mỹ Scott Bessent cho biết hai nước đạt thỏa thuận khung về TikTok và hai lãnh đạo sẽ gặp nhau vào thứ Sáu để hoàn tất.,https://vnexpress.net/my-dat-thoa-thuan-voi-trung-quoc-ve-tiktok-4939434.html
Tự động hóa giúp Masan mở rộng mảng bán lẻ,2025-09-16 08:00:00,Kinh doanh,"Masan (MSN) tự động hóa vận hành, tối ưu tài chính và cải thiện trải nghiệm người tiêu dùng qua nền tảng đặt hàng thông minh Winare, thúc đẩy mảng bán lẻ.",https://vnexpress.net/tu-dong-hoa-giup-masan-mo-rong-mang-ban-le-4939450.html
TPBank đồng hành chương trình âm nhạc 'Em xinh say hi',2025-09-15 11:00:00,Kinh doanh,"Không chỉ là nhà tài trợ concert ""Em xinh say hi"" tối 13/9 ở TP HCM, TPBank còn mang đến nhiều hoạt động bên lề tại sự kiện.",https://vnexpress.net/tpbank-dong-hanh-chuong-trinh-am-nhac-em-xinh-say-hi-4939151.html
Cải tiến nắp chai đưa doanh số Vinamilk tăng gần 80% tại New Zealand,2025-09-15 11:00:00,Kinh doanh,"Một thay đổi ở nắp chai giúp Vinamilk loại bỏ hơn 5 triệu ống hút nhựa, góp phần đưa doanh số tại New Zealand của doanh nghiệp tăng gần 80% trong năm 2024.",https://vnexpress.net/cai-tien-nap-chai-dua-doanh-so-vinamilk-tang-gan-80-tai-new-zealand-4939173.html
Việt Nam giảm phát thải 240 triệu tấn CO2e,2025-09-15 18:09:00,Kinh doanh,"Việt Nam giảm phát thải khoảng 240 triệu tấn CO2e trong hơn ba thập kỷ, nhờ loại trừ, kiểm soát một số hợp chất dùng trong sản xuất điều hòa, tủ lạnh.",https://vnexpress.net/viet-nam-giam-phat-thai-240-trieu-tan-co2e-4939215.html
Vì sao lắp điện mặt trời mái nhà tự dùng phải thông báo cho EVN?,2025-09-14 07:45:00,Kinh doanh,"Hộ gia đình, doanh nghiệp lắp điện mặt trời mái nhà tự dùng cần thông báo cho cơ quan quản lý, EVN để đảm bảo an toàn, điều tiết hệ thống điện và thống kê dữ liệu quy hoạch.",https://vnexpress.net/vi-sao-lap-dien-mat-troi-mai-nha-tu-dung-phai-thong-bao-cho-evn-4938681.html
Trung Quốc mở điều tra về giao dịch chip với Mỹ,2025-09-14 19:48:00,Kinh doanh,Bộ Thương mại Trung Quốc khởi xướng 2 cuộc điều tra về phân biệt đối xử và bán phá giá chip trong giao dịch sản phẩm này với Mỹ.,https://vnexpress.net/trung-quoc-mo-dieu-tra-ve-giao-dich-chip-voi-my-4938923.html
Hoạt động kinh tế của Trung Quốc chậm lại,2025-09-15 11:26:00,Kinh doanh,"Sản xuất và bán lẻ tại Trung Quốc đồng loạt chậm lại trong tháng 8, thách thức đến mục tiêu tăng trưởng khoảng 5% năm nay.",https://vnexpress.net/hoat-dong-kinh-te-cua-trung-quoc-cham-lai-4939171.html
Chính phủ: Đánh thuế thu nhập từ mua bán vàng để hạn chế đầu cơ,2025-09-14 11:12:00,Kinh doanh,"Chính phủ yêu cầu Luật Thuế thu nhập cá nhân sửa đổi phải quy định rõ thu nhập từ mua bán vàng thuộc đối tượng chịu thuế để nâng tính minh bạch, hạn chế đầu cơ.",https://vnexpress.net/chinh-phu-danh-thue-thu-nhap-tu-mua-ban-vang-de-han-che-dau-co-4938840.html
Mỹ và Trung Quốc đưa TikTok vào đàm phán thương mại,2025-09-14 19:55:00,Kinh doanh,"Mỹ và Trung Quốc bắt đầu vòng đàm phán thuế quan mới tại Tây Ban Nha, lần đầu bổ sung nội dung về sở hữu TikTok.",https://vnexpress.net/my-va-trung-quoc-dua-tiktok-vao-dam-phan-thuong-mai-4938905.html
Đề nghị Mỹ xem xét khách quan về thương mại thủy sản Việt Nam,2025-09-15 20:44:00,Kinh doanh,"Bộ trưởng Nguyễn Hồng Diên gửi thư tới Bộ trưởng Thương mại Mỹ, đề nghị xem xét khách quan về thương mại thủy sản với Việt Nam.",https://vnexpress.net/de-nghi-my-xem-xet-khach-quan-ve-thuong-mai-thuy-san-viet-nam-4939435.html
5 thập niên ghi dấu ấn trong lĩnh vực kiểm soát côn trùng của Cesco,2025-09-14 08:00:00,Kinh doanh,"Với nền tảng khoa học và gần 50 năm kinh nghiệm, Cesco xây dựng giải pháp kiểm soát côn trùng hiệu quả, an toàn, phù hợp từng khách hàng.",https://vnexpress.net/5-thap-nien-ghi-dau-an-trong-linh-vuc-kiem-soat-con-trung-cua-cesco-4936290.html
"ACV đề xuất xây trung tâm logistics, khu phi thuế quan tại sân bay Long Thành",2025-09-14 15:59:00,Kinh doanh,ACV muốn xây dựng tổ hợp logistics hàng không tích hợp khu phi thuế quan tại sân bay Long Thành để thành trung tâm trung chuyển hàng hóa của ASEAN.,https://vnexpress.net/acv-de-xuat-xay-trung-tam-logistics-khu-phi-thue-quan-tai-san-bay-long-thanh-4938880.html
Chính quyền ông Trump muốn xóa nghĩa vụ báo cáo khí thải cho 8.000 cơ sở ô nhiễm,2025-09-14 00:01:00,Kinh doanh,"Cơ quan Bảo vệ Môi trường Mỹ đề xuất chấm dứt chương trình báo cáo khí nhà kính của 8.000 cơ sở lọc dầu, hóa chất, nhà máy điện.",https://vnexpress.net/chinh-quyen-ong-trump-muon-xoa-nghia-vu-bao-cao-khi-thai-cho-8-000-co-so-o-nhiem-4938735.html
"BYD, Tesla có thể chịu ảnh hưởng nặng nề khi Mexico áp thuế ôtô 50%",2025-09-14 04:00:00,Kinh doanh,Chuyên gia dự báo BYD và Tesla chịu thiệt hại nặng nhất bởi đề xuất áp thuế 50% ôtô nhập khẩu từ Trung Quốc của Mexico.,https://vnexpress.net/byd-tesla-co-the-chiu-anh-huong-nang-ne-khi-mexico-ap-thue-oto-50-4938704.html
Phát hành trái phiếu doanh nghiệp tăng trở lại,2025-09-14 06:10:00,Kinh doanh,"Tháng 8, phát hành trái phiếu doanh nghiệp đạt 58.600 tỷ đồng nhờ ngân hàng, doanh nghiệp bất động sản tăng huy động để tái cấp vốn, bổ sung nguồn lực trung dài hạn.",https://vnexpress.net/phat-hanh-trai-phieu-doanh-nghiep-tang-tro-lai-4938699.html
Đề xuất 5 ngành dịch vụ 'ưu tiên chiến lược' tại TP HCM,2025-09-13 18:06:00,Kinh doanh,"Tài chính, thông tin truyền thông, logistics, khoa học - công nghệ và du lịch được đề xuất là 5 ngành dịch vụ ưu tiên chiến lược tại TP HCM.",https://vnexpress.net/de-xuat-5-nganh-dich-vu-uu-tien-chien-luoc-tai-tp-hcm-4938676.html
Nhóm 'cá mập' dẫn dắt thị trường chứng khoán,2025-09-13 16:04:00,Kinh doanh,"Một nửa thanh khoản 4 tháng qua đến từ nhà đầu tư tổ chức trong nước, cho thấy vai trò ngày càng lớn của họ trong dẫn dắt thị trường chứng khoán.",https://vnexpress.net/nhom-ca-map-dan-dat-thi-truong-chung-khoan-4938670.html
Mỹ sắp có vụ sáp nhập đường sắt lớn nhất nhiều thập kỷ,2025-09-13 17:10:00,Kinh doanh,Union Pacific và Norfolk Southern - hai hãng vận tải đường sắt hàng đầu tại Mỹ đang tìm cách để chính quyền bật đèn xanh cho thương vụ 85 tỷ USD.,https://vnexpress.net/my-sap-co-vu-sap-nhap-duong-sat-lon-nhat-nhieu-thap-ky-4938671.html
GSM hỗ trợ tài xế vay mua xe VinFast chạy dịch vụ với 0 đồng,2025-09-13 21:15:00,Kinh doanh,"GSM phối hợp VinFast và ngân hàng triển khai gói vay mua xe 0 đồng vốn đối ứng, trả góp cố định trong 5 năm, dành cho tài xế hoạt động trên nền tảng Xanh SM, từ 13/9.",https://vnexpress.net/gsm-ho-tro-tai-xe-vay-mua-xe-vinfast-chay-dich-vu-voi-0-dong-4938733.html
Tỷ phú Italy buộc người thừa kế bán dần đế chế Armani cho LVMH hoặc L’Oreal,2025-09-13 02:00:00,Kinh doanh,"Trong di chúc của cố tỷ phú Giorgio Armani, những người thừa kế phải bán dần đế chế thời trang Armani trong vòng 18 tháng, ưu tiên hãng xa xỉ LVMH hoặc mỹ phẩm L’Oreal.",https://vnexpress.net/ty-phu-italy-buoc-nguoi-thua-ke-ban-dan-de-che-armani-cho-lvmh-hoac-l-oreal-4938465.html
Phó thủ tướng muốn Anh giới thiệu nhà đầu tư đến trung tâm tài chính Việt Nam,2025-09-15 15:26:00,Kinh doanh,"Phó thủ tướng Nguyễn Hòa Bình mong muốn Anh tiếp tục hỗ trợ xây dựng, giới thiệu nhà đầu tư tại London đến trung tâm tài chính ở Việt Nam.",https://vnexpress.net/pho-thu-tuong-muon-anh-gioi-thieu-nha-dau-tu-den-trung-tam-tai-chinh-viet-nam-4939261.html
Nữ triệu phú tự thân chỉ ra lợi ích của thuê nhà,2025-09-14 00:05:00,Kinh doanh,"Bernadette Joy cho rằng thuê nhà giúp cô giàu có hơn, bớt áp lực và phù hợp với lối sống linh hoạt.",https://vnexpress.net/nu-trieu-phu-tu-than-chi-ra-loi-ich-cua-thue-nha-4938591.html
Cơ hội giành ghế kiểm soát Fed của ông Trump,2025-09-13 00:03:00,Kinh doanh,"Để Fed nhượng bộ, Tổng thống Trump cần kiểm soát 4 ghế Hội đồng Thống đốc, nơi ông đã nắm chắc 3 và có thể đến 5 vào năm sau.",https://vnexpress.net/co-hoi-gianh-ghe-kiem-soat-fed-cua-ong-trump-4938322.html
Tân Hiệp Phát đồng hành VCCI triển khai Báo cáo kinh tế tư nhân,2025-09-13 20:00:00,Kinh doanh,"Sáng kiến Báo cáo kinh tế tư nhân Việt Nam thường niên được Tân Hiệp Phát và VCCI triển khai với mục tiêu thúc đẩy cải cách thể chế, nâng cao năng lực cạnh tranh và phát triển bền vững.",https://vnexpress.net/tan-hiep-phat-dong-hanh-vcci-trien-khai-bao-cao-kinh-te-tu-nhan-4938724.html
Dự kiến có hợp đồng tương lai VN100 từ tháng 10,2025-09-13 20:01:00,Kinh doanh,"Chứng khoán phái sinh sẽ có thêm sản phẩm dựa trên chỉ số VN100, dự kiến giao dịch trong tháng 10, phá thế độc quyền của hợp đồng tương lai VN30.",https://vnexpress.net/du-kien-co-hop-dong-tuong-lai-vn100-tu-thang-10-4938689.html
Kỳ vọng nhà đầu tư ngoại mở thêm 150.000 tài khoản chứng khoán,2025-09-13 00:17:00,Kinh doanh,"Bộ Tài chính đặt mục tiêu số lượng tài khoản chứng khoán của nhà đầu tư nước ngoài đạt 200.000 vào năm 2030, gấp 4 lần hiện tại.",https://vnexpress.net/ky-vong-nha-dau-tu-ngoai-mo-them-150-000-tai-khoan-chung-khoan-4938450.html
Công ty gia đình ông Đặng Văn Thành nửa năm lãi hơn 500 tỷ đồng,2025-09-12 16:21:00,Kinh doanh,"Công ty cổ phần Đầu tư Thành Thành Công báo lãi nửa đầu năm nay gấp 5 lần cùng kỳ, nhờ đó tỷ suất sinh lời trên vốn chủ sở hữu và tài sản đều tăng vọt.",https://vnexpress.net/cong-ty-gia-dinh-ong-dang-van-thanh-nua-nam-lai-hon-500-ty-dong-4938277.html
Chứng khoán Kafi hoàn tất tăng vốn lên 7.500 tỷ,2025-09-13 15:00:00,Kinh doanh,Chứng khoán Kafi công bố hoàn tất tăng vốn lên 7.500 tỷ thông qua phát hành quyền mua cổ phiếu cho cổ đông hiện hữu.,https://vnexpress.net/chung-khoan-kafi-hoan-tat-tang-von-len-7-500-ty-4938658.html
"Ngân hàng Nhà nước: CIC không lưu giữ số thẻ tín dụng, mã bảo mật hay lịch sử giao dịch",2025-09-12 18:17:00,Kinh doanh,"Về sự cố tại CIC, Ngân hàng Nhà nước cho biết thông tin lưu tại Trung tâm này không gồm số dư tài khoản, số thẻ tín dụng, mã bảo mật hay lịch sử giao dịch.",https://vnexpress.net/ngan-hang-nha-nuoc-cic-khong-luu-giu-so-the-tin-dung-ma-bao-mat-hay-lich-su-giao-dich-4938391.html
Trung Quốc đề nghị Mexico 'nghĩ kỹ' trước khi nâng thuế xe hơi,2025-09-12 16:30:00,Kinh doanh,Giới chức Trung Quốc cho rằng kế hoạch tăng thuế nhập khẩu của Mexico sẽ ảnh hưởng hợp tác kinh tế hai bên và cảnh báo trả đũa.,https://vnexpress.net/trung-quoc-de-nghi-mexico-nghi-ky-truoc-khi-nang-thue-xe-hoi-4938228.html
Sun Group xúc tiến hợp tác hàng không cùng 15 tập đoàn Mỹ,2025-09-13 21:00:00,Kinh doanh,"Sun Group đón 15 tập đoàn từ Mỹ, tổ chức tọa đàm hợp tác, nhằm thúc đẩy mô hình hàng không nghỉ dưỡng.",https://vnexpress.net/sun-group-xuc-tien-hop-tac-hang-khong-cung-15-tap-doan-my-4938726.html
Giải chạy UOB Heartbeat 2025 gây quỹ hơn 940 triệu đồng,2025-09-15 12:00:00,Kinh doanh,"Hơn 2.000 người tham gia giải chạy, gây quỹ hơn 940 triệu đồng nhằm nâng cao khả năng tiếp cận giáo dục số cho học sinh Đồng bằng sông Cửu Long.",https://vnexpress.net/giai-chay-uob-heartbeat-2025-gay-quy-hon-940-trieu-dong-4938241.html
"'Nếu giá điện tăng 3%, EVN có thêm khoảng 4.800 tỷ đồng doanh thu'",2025-09-12 12:15:00,Kinh doanh,"Nếu giá bán lẻ điện được tăng khoảng 3% từ tháng 10, doanh thu tiền điện của EVN dự kiến có thêm khoảng 4.800 tỷ đồng, theo đại diện Bộ Công Thương.",https://vnexpress.net/neu-gia-dien-tang-3-evn-co-them-khoang-4-800-ty-dong-doanh-thu-4937835.html
Mỗi lượng vàng giảm hơn 2 triệu đồng,2025-09-12 15:35:00,Kinh doanh,"Mỗi lượng vàng miếng hôm nay giảm trên 2 triệu đồng, nâng mức điều chỉnh trong hai ngày lên 4-5 triệu, về vùng 131 triệu đồng.",https://vnexpress.net/moi-luong-vang-giam-hon-2-trieu-dong-4938316.html
Thủ tướng: Đặt mục tiêu phát triển nhanh nhưng phải bền vững,2025-09-12 21:24:00,Kinh doanh,"Thủ tướng nêu mục tiêu thời gian tới vẫn là thúc đẩy tăng trưởng từ 8,3-8,5%, đồng thời ổn định kinh tế vĩ mô, kiểm soát lạm phát, bảo đảm các cân đối lớn.",https://vnexpress.net/thu-tuong-dat-muc-tieu-phat-trien-nhanh-nhung-phai-ben-vung-4938454.html
Phó thủ tướng yêu cầu có biện pháp kinh tế quản lý xe không đạt chuẩn môi trường,2025-09-12 10:01:00,Kinh doanh,"Phó thủ tướng Trần Hồng Hà yêu cầu nghiên cứu dùng biện pháp kinh tế thay vì hành chính để quản lý xe không đạt chuẩn môi trường và việc này phải phù hợp lợi ích, sinh kế người dân.",https://vnexpress.net/pho-thu-tuong-yeu-cau-co-bien-phap-kinh-te-quan-ly-xe-khong-dat-chuan-moi-truong-4938060.html
